ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
185	-72.225	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	0.28	0.38	16.28	63.23	73.37	66.5	0.56	0.79
186	-72.175	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	0.14	0.31	12.79	60.24	62.46	64.85	0.5	0.74
187	-72.125	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.17	0.29	-79.07	51.83	50	22.5	0.23	0.22
188	-72.075	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.37	0.23	-79.07	44.85	50	6.67	0.07	0.07
189	-72.025	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
190	-71.975	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
191	-71.925	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
192	-71.875	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
193	-71.825	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
194	-71.775	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
195	-71.725	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	0.02	0.22	26.74	59.36	65.75	58.9	0.55	0.63
196	-71.675	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.22	-0.05	-37.21	49.06	55.49	47.36	0.43	0.48
197	-71.625	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.16	0.05	-23.26	52.6	51.22	52.44	0.47	0.58
198	-71.575	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.18	0.01	-37.21	52.49	52.09	48.35	0.36	0.52
199	-71.525	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.1	0.09	-30.23	55.15	41.67	47.04	0.47	0.47
200	-71.475	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.19	2.33	56.37	58.08	57.98	0.5	0.62
201	-71.425	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	0.02	0.22	-23.26	58.25	61.18	56.91	0.56	0.58
202	-71.375	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.05	0.08	9.3	53.49	61.36	51.95	0.53	0.52
203	-71.325	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.12	-0.03	-16.28	49.61	44.84	45.74	0.5	0.41
204	-71.275	11.925	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.1	0.01	2.33	50.94	59.98	50.81	0.48	0.55
205	-72.325	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	0.36	0.48	26.74	66.78	72.22	75	0.76	0.78
206	-72.275	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	0.36	0.49	23.26	67	76.08	75.91	0.75	0.82
207	-72.225	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.1	0.24	-44.19	56.48	50	46.79	0.47	0.47
208	-72.175	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.24	0.18	-58.14	50.39	50	31.98	0.32	0.32
209	-72.125	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.16	0.35	-79.07	51.61	51.22	17.07	0.17	0.17
210	-72.075	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.02	0.3	86.05	58.14	50	50	0	0
211	-72.025	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.31	0.31	-86.05	52.27	2.44	2.44	0.02	0.02
212	-71.975	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
213	-71.925	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
214	-71.875	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
215	-71.825	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
216	-71.775	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
217	-71.725	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.15	-0.09	-44.19	47.95	40.84	47.52	0.33	0.55
218	-71.675	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.16	0.01	-37.21	50.5	45	38.79	0.39	0.39
219	-71.625	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.14	0.11	-37.21	53.49	41.79	45.36	0.45	0.45
220	-71.575	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.09	0.34	-58.14	63.79	51.32	50	0.5	0.5
221	-71.525	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.16	0.09	-2.33	57.03	42.46	39.29	0.39	0.39
222	-71.475	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
223	-71.425	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
224	-71.375	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.09	0.12	-16.28	55.81	55.35	52.73	0.52	0.54
225	-71.325	11.875	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.06	0.08	-9.3	52.38	55.19	55.68	0.57	0.57
226	-72.375	11.825	Caribe - Cesar	LA GUAJIRA	MANAURE	0.27	0.47	12.79	66	77.13	74.74	0.7	0.81
227	-72.325	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	0.36	0.59	44.19	69.44	85.42	78.17	0.82	0.81
228	-72.275	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	0.08	0.39	-16.28	64.45	53.03	64.85	0.65	0.65
229	-72.225	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.43	-72.09	60.69	50	61.54	0.62	0.62
230	-72.175	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.45	-58.14	62.68	53.75	63.33	0.63	0.63
231	-72.125	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.45	-58.14	62.68	53.75	63.33	0.63	0.63
232	-72.075	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.42	-72.09	63.79	50	58.97	0.59	0.59
233	-72.025	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
234	-71.975	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
235	-71.925	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
236	-71.875	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
237	-71.825	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
238	-71.775	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
239	-71.725	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
240	-71.675	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
241	-71.625	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
242	-71.575	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
243	-71.525	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
244	-71.475	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.15	0.2	93.02	60.24	48.81	21.43	0.21	0.21
245	-71.425	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	0.02	0.21	33.72	58.58	61.69	57.8	0.58	0.58
246	-71.375	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.16	2.33	56.7	59.74	56.49	0.56	0.6
247	-71.325	11.825	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.13	2.33	54.71	61.61	54.55	0.53	0.58
248	-72.525	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	0.27	0.43	-2.33	65.01	64	66	0.7	0.67
249	-72.475	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	0.3	0.5	2.33	67.55	70.39	72.32	0.69	0.79
250	-72.425	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	0.31	0.53	-2.33	67.44	73.88	73.37	0.7	0.81
251	-72.375	11.775	Caribe - Cesar	LA GUAJIRA	MANAURE	0.35	0.53	5.81	69.1	75.83	75.5	0.69	0.85
252	-72.325	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	0.29	0.45	-23.26	64.78	59.63	70	0.68	0.73
253	-72.275	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.09	0.25	-44.19	56.92	50	47.14	0.47	0.47
254	-72.225	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.46	-44.19	65.12	57.32	60.98	0.61	0.61
255	-72.175	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.06	0.4	-72.09	66	51.25	50	0.5	0.5
256	-72.125	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.42	-72.09	63.79	50	58.97	0.59	0.59
257	-72.075	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
258	-72.025	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
259	-71.975	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
260	-71.925	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
261	-71.875	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
262	-71.825	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
263	-71.775	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
264	-71.725	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
265	-71.675	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
266	-71.625	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
267	-71.575	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.05	0.19	-16.28	57.59	58.67	57.94	0.51	0.66
268	-71.525	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.04	0.19	12.79	56.26	62.13	58.03	0.57	0.63
269	-71.475	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	0.11	0.34	16.28	61.13	67.19	65.62	0.65	0.72
270	-71.425	11.775	Caribe - Cesar	LA GUAJIRA	URIBIA	0.07	0.27	19.77	58.58	72.93	64.07	0.62	0.73
271	-72.725	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.28	23.26	60.24	65.83	61.53	0.79	0.5
272	-72.675	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.18	0.26	16.28	60.02	70.18	59.31	0.71	0.51
273	-72.625	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.18	0.39	23.26	63.68	67.43	63.98	0.79	0.56
274	-72.575	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.18	0.37	9.3	64.01	70.29	74.76	0.75	0.76
275	-72.525	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.29	0.37	12.79	62.9	58.83	65.33	0.7	0.67
276	-72.475	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.25	0.38	9.3	65.01	55.05	64.82	0.7	0.64
277	-72.425	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.24	0.54	2.33	68.66	74.43	77.78	0.78	0.83
278	-72.375	11.725	Caribe - Cesar	LA GUAJIRA	MANAURE	0.28	0.51	2.33	67.88	71.2	71.96	0.71	0.72
279	-72.325	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.06	0.36	-72.09	63.46	50	46.15	0.46	0.46
280	-72.275	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.1	0.37	-72.09	61.46	51.25	40.83	0.41	0.41
281	-72.225	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.05	0.22	-23.26	56.81	50	50.57	0.51	0.51
282	-72.175	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.34	-44.19	61.46	50	57.86	0.58	0.58
283	-72.125	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
284	-72.075	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
285	-72.025	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
286	-71.975	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
287	-71.925	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
288	-71.875	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
289	-71.825	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
290	-71.775	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
291	-71.725	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
292	-71.675	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	0.03	0.21	-9.3	57.03	61.13	56.64	0.5	0.63
293	-71.625	11.725	Caribe - Cesar	LA GUAJIRA	URIBIA	0.03	0.28	-16.28	58.8	61.68	59.05	0.49	0.69
294	-72.775	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.22	0.38	16.28	64.67	67.76	66.03	0.74	0.63
295	-72.725	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.16	0.35	5.81	62.57	66.38	66.21	0.8	0.61
296	-72.675	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.29	16.28	61.46	62.79	64.26	0.8	0.59
297	-72.625	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.13	0.32	2.33	62.68	66.14	67.3	0.72	0.66
298	-72.575	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.11	0.27	9.3	60.8	62.41	60.66	0.76	0.55
299	-72.525	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.26	0.4	26.74	64.34	74.16	75.67	0.81	0.79
300	-72.475	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.11	0.42	-30.23	65.67	51.47	67.65	0.68	0.68
301	-72.425	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	0.06	0.38	-37.21	64.01	51.43	62.14	0.62	0.62
302	-72.375	11.675	Caribe - Cesar	LA GUAJIRA	MANAURE	-0.06	0.4	-72.09	66	51.25	50	0.5	0.5
303	-72.325	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.06	0.4	-72.09	66	51.25	50	0.5	0.5
304	-72.275	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
305	-72.225	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
306	-72.175	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.02	0.46	-51.16	67.55	56.1	60.98	0.61	0.61
307	-72.125	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
308	-72.075	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
309	-72.025	11.675	Caribe - Cesar	LA GUAJIRA	MAICAO	-999	-999	-999	-999	-999	-999	-999	-999
310	-71.975	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
311	-71.925	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
312	-71.875	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	0.07	0.32	9.3	60.69	62.09	60.06	0.59	0.66
313	-71.825	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	0.07	0.32	2.33	60.91	70.49	64.39	0.65	0.69
314	-71.775	11.675	Caribe - Cesar	LA GUAJIRA	URIBIA	0.05	0.33	-2.33	61.35	69.27	62.62	0.61	0.69
315	-72.825	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.22	0.38	26.74	64.45	71.43	70.13	0.79	0.67
316	-72.775	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.21	0.33	23.26	63.68	69.72	66.07	0.75	0.64
317	-72.725	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.18	0.3	26.74	61.57	65.64	61.4	0.78	0.53
318	-72.675	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.14	0.24	2.33	58.25	62.83	59.83	0.7	0.56
319	-72.625	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.13	0.21	2.33	56.48	58.31	56.21	0.67	0.5
320	-72.575	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.19	0.29	9.3	60.02	56.55	62.68	0.75	0.57
321	-72.525	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.24	0.4	2.33	63.01	61.07	66.28	0.76	0.64
322	-72.475	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.19	0.35	5.81	62.79	60.47	63.68	0.69	0.64
323	-72.425	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	0.02	0.36	30.23	67.22	59.58	59.17	0.59	0.59
324	-72.375	11.625	Caribe - Cesar	LA GUAJIRA	MANAURE	-0.06	0.4	-72.09	66	51.25	50	0.5	0.5
325	-72.325	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.06	0.4	-72.09	66	51.25	50	0.5	0.5
326	-72.275	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
327	-72.225	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.03	0.42	-72.09	63.79	50	58.97	0.59	0.59
328	-72.175	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	0.28	0.52	33.72	69.88	66.8	81.18	0.81	0.81
329	-72.125	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	0.25	0.43	-9.3	67.22	67.92	69.8	0.76	0.7
330	-72.075	11.625	Caribe - Cesar	LA GUAJIRA	URIBIA	-999	-999	-999	-999	-999	-999	-999	-999
331	-72.025	11.625	Caribe - Cesar	LA GUAJIRA	MAICAO	-999	-999	-999	-999	-999	-999	-999	-999
332	-71.975	11.625	Caribe - Cesar	LA GUAJIRA	MAICAO	-999	-999	-999	-999	-999	-999	-999	-999
333	-72.925	11.575	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.23	0.47	33.72	66.89	74.84	72.4	0.86	0.65
334	-72.875	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.19	0.37	23.26	64.12	71.24	66.5	0.76	0.62
335	-72.825	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.23	0.4	30.23	64.89	73.78	70.62	0.8	0.68
336	-72.775	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.19	0.33	19.77	63.23	70.95	65.47	0.75	0.62
337	-72.725	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.14	0.25	30.23	58.69	68.57	57.65	0.75	0.46
338	-72.675	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.15	0.23	2.33	59.14	63.25	55	0.65	0.48
339	-72.625	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.15	0.25	2.33	58.91	63.84	58.56	0.72	0.52
340	-72.575	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.29	2.33	59.69	58.31	58.98	0.74	0.52
341	-72.525	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.18	0.33	5.81	61.46	61.92	63.74	0.76	0.59
342	-72.475	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.29	12.79	59.69	59.45	65.47	0.73	0.64
343	-72.425	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.12	0.26	-9.3	59.25	50.27	54.11	0.62	0.5
344	-72.375	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.13	0.38	-23.26	64.12	63.21	66.26	0.76	0.64
345	-72.325	11.575	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.44	5.81	67.33	53.72	66.33	0.75	0.67
346	-72.275	11.575	Caribe - Cesar	LA GUAJIRA	URIBIA	-0.01	0.19	12.79	61.57	50	54.64	0.55	0.55
347	-72.225	11.575	Caribe - Cesar	LA GUAJIRA	URIBIA	0.2	0.4	12.79	64.67	74.63	74.63	0.75	0.75
348	-72.175	11.575	Caribe - Cesar	LA GUAJIRA	URIBIA	0.23	0.44	5.81	64.89	64.19	71.95	0.81	0.7
349	-72.125	11.575	Caribe - Cesar	LA GUAJIRA	URIBIA	0.27	0.44	9.3	66.22	67.33	72.11	0.81	0.72
350	-72.075	11.575	Caribe - Cesar	LA GUAJIRA	MAICAO	0.2	0.39	-2.33	64.01	68.79	70.36	0.76	0.72
351	-72.025	11.575	Caribe - Cesar	LA GUAJIRA	MAICAO	0.26	0.39	33.72	65.45	67.92	72.03	0.75	0.75
352	-72.975	11.525	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.21	0.42	23.26	64.23	70.28	69.06	0.82	0.64
353	-72.925	11.525	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.18	0.41	9.3	64.34	68.03	69.02	0.77	0.67
354	-72.875	11.525	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.13	0.31	12.79	61.35	67.56	63.09	0.74	0.56
355	-72.825	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.17	0.34	16.28	62.13	68.62	65.69	0.75	0.62
356	-72.775	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.21	0.38	5.81	63.68	65.91	62.66	0.72	0.58
357	-72.725	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.11	0.25	9.3	58.36	68.22	58.66	0.7	0.53
358	-72.675	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.09	0.16	9.3	55.26	65.42	56.82	0.64	0.52
359	-72.625	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.11	0.2	16.28	56.92	63.64	57.79	0.67	0.51
360	-72.575	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.12	0.18	9.3	55.81	57.4	55.28	0.65	0.48
361	-72.525	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.12	0.22	9.3	57.92	58.6	58.28	0.66	0.55
362	-72.475	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.11	0.21	-2.33	57.14	54.49	58.01	0.57	0.6
363	-72.425	11.525	Caribe - Cesar	LA GUAJIRA	MANAURE	0.15	0.31	2.33	60.47	57.56	63.9	0.67	0.65
364	-72.375	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.14	0.33	16.28	61.02	65.07	69.06	0.79	0.66
365	-72.325	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.11	0.26	-2.33	58.58	59.8	61.27	0.62	0.63
366	-72.275	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.13	0.25	-2.33	58.47	61.03	62.25	0.72	0.58
367	-72.225	11.525	Caribe - Cesar	LA GUAJIRA	URIBIA	0.19	0.35	9.3	61.46	69.14	68.24	0.76	0.67
368	-72.175	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.19	0.39	26.74	62.9	73.54	70.62	0.79	0.7
369	-72.125	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.17	0.38	19.77	62.24	73.25	72.52	0.79	0.74
370	-72.075	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.17	0.4	5.81	64.01	63.98	68.13	0.7	0.71
371	-72.025	11.525	Caribe - Cesar	LA GUAJIRA	MAICAO	0.17	0.44	12.79	66	65.45	71.38	0.8	0.7
372	-73.075	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.28	0.46	40.7	66.22	78.26	73.13	0.87	0.66
373	-73.025	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.2	0.41	30.23	64.34	69.43	70.73	0.82	0.64
374	-72.975	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.17	0.39	16.28	63.68	69.02	66.67	0.8	0.6
375	-72.925	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.17	0.39	26.74	62.79	71.59	65.1	0.79	0.57
376	-72.875	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.14	0.31	23.26	60.8	68.99	61.7	0.72	0.56
377	-72.825	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.15	0.32	9.3	61.24	69.46	63.68	0.73	0.61
378	-72.775	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.18	0.32	19.77	60.91	69.72	62.82	0.72	0.58
379	-72.725	11.475	Caribe - Cesar	LA GUAJIRA	RIOHACHA	0.14	0.25	19.77	58.14	66.61	59.12	0.71	0.52
380	-72.675	11.475	Caribe - Cesar	LA GUAJIRA	MANAURE	0.13	0.2	16.28	57.03	65.37	59.19	0.68	0.53
381	-72.625	11.475	Caribe - Cesar	LA GUAJIRA	MANAURE	0.13	0.23	12.79	58.14	63.17	61.46	0.69	0.57
382	-72.575	11.475	Caribe - Cesar	LA GUAJIRA	MANAURE	0.16	0.36	2.33	62.68	60.96	64.61	0.68	0.66
383	-72.525	11.475	Caribe - Cesar	LA GUAJIRA	MANAURE	0.14	0.25	9.3	58.47	59.98	60.23	0.66	0.58
384	-72.475	11.475	Caribe - Cesar	LA GUAJIRA	MANAURE	0.12	0.28	5.81	59.58	60.06	61.85	0.67	0.61
385	-72.425	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.19	0.35	5.81	61.13	68.18	70.78	0.78	0.69
386	-72.375	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.13	0.34	5.81	61.46	67.37	67.86	0.7	0.69
387	-72.325	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.14	0.31	-9.3	59.69	62.34	65.91	0.63	0.73
388	-72.275	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.15	0.31	5.81	60.58	65.96	67.75	0.72	0.67
389	-72.225	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.2	0.4	5.81	63.34	69.64	70.94	0.74	0.74
390	-72.175	11.475	Caribe - Cesar	LA GUAJIRA	MAICAO	0.13	0.25	-16.28	58.25	52.2	58.79	0.5	0.71
