ID	Longitud	Latitud	Region_Homogenea	Departamento	Municipio	Correlacion_Pearson	Correlacion_Spearman	Hit-Skill-Score	k-2AFC-Score	k-2AFC-Categorical	k-2AFC-Continuous	ROC-above	ROC-below
28945	-71.125	1.375	Norte Amazonia	VAUPÉS	CARURÚ	0.36	0.39	5.81	63.34	60.08	65.37	0.57	0.8
28946	-71.075	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.36	0.43	5.81	64.45	61.52	65.36	0.57	0.79
28947	-71.025	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.34	0.42	19.77	63.68	63.96	66.56	0.58	0.8
28948	-70.975	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.38	0.43	16.28	63.9	65.34	68.67	0.6	0.84
28949	-70.925	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.37	0.44	26.74	64.89	69.07	70.45	0.68	0.78
28950	-70.875	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.39	0.44	26.74	64.78	68.02	70.29	0.68	0.78
28951	-70.825	1.375	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.43	0.44	23.26	64.78	66.37	69.06	0.67	0.76
28952	-70.775	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.46	0.46	23.26	65.67	64.55	68.46	0.67	0.76
28953	-70.725	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.51	30.23	67.44	68.32	73.62	0.67	0.84
28954	-70.675	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.48	30.23	66.78	68.32	70.52	0.67	0.78
28955	-70.625	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.49	0.46	19.77	66.45	63.96	65.58	0.64	0.71
28956	-70.575	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.47	16.28	65.89	68.18	69.32	0.67	0.77
28957	-70.525	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.51	0.47	19.77	66	71.27	74.19	0.7	0.84
28958	-70.475	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.52	0.51	23.26	67.44	71.67	74.19	0.71	0.83
28959	-70.425	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.52	0.49	19.77	66.78	71.43	71.59	0.69	0.83
28960	-70.375	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.53	0.51	23.26	67.44	71.59	74.19	0.73	0.83
28961	-70.325	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.51	30.23	67.66	75.89	76.3	0.74	0.85
28962	-70.275	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.51	33.72	67.33	75.73	76.22	0.74	0.87
28963	-70.225	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.53	0.5	26.74	67.44	75.49	73.7	0.74	0.81
28964	-70.175	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.52	26.74	68.33	72.4	73.05	0.72	0.81
28965	-70.125	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.57	0.5	19.77	68.22	73.04	74.02	0.77	0.77
28966	-70.075	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.58	0.56	26.74	70.43	69.64	76.3	0.77	0.81
28967	-70.025	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.58	0.55	23.26	69.77	68.43	73.38	0.71	0.81
28968	-69.975	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.59	0.51	16.28	68	71.25	71.82	0.73	0.75
28969	-69.925	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.58	0.51	16.28	67.66	65.55	71.17	0.67	0.8
28970	-69.875	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.49	16.28	67.44	71.46	71.22	0.7	0.77
28971	-69.825	1.375	Norte Amazonia	VAUPÉS	MITÚ	0.55	0.49	26.74	67.55	72.97	71.59	0.68	0.8
28972	-67.075	1.375	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.28	0.36	16.28	62.68	61.93	64.61	0.67	0.65
28973	-67.025	1.375	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.28	0.36	5.81	62.9	56.84	60.59	0.64	0.6
28974	-66.975	1.375	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.27	0.35	26.74	61.79	61.73	64.17	0.7	0.58
28975	-66.925	1.375	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.29	0.33	12.79	61.24	59.66	61.53	0.66	0.59
28976	-66.875	1.375	Norte Amazonia	GUAINÍA	LA GUADALUPE	0.27	0.32	16.28	60.8	59.9	61.36	0.66	0.59
28977	-78.725	1.325	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.17	0.12	19.77	54.37	54.38	52.6	0.5	0.56
28978	-78.675	1.325	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.2	0.16	16.28	55.59	56.34	53.82	0.45	0.62
28979	-78.625	1.325	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.16	0.14	-2.33	54.93	50.49	51.46	0.46	0.57
28980	-78.575	1.325	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.16	0.14	-2.33	54.26	50.49	50.97	0.46	0.56
28981	-78.525	1.325	Patía y Mira	NARIÑO	SAN ANDRÉS DE TUMACO	0.15	0.15	5.81	54.15	55.52	53.9	0.5	0.6
28982	-78.475	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.24	0.21	5.81	58.47	56.25	59.09	0.49	0.7
28983	-78.425	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.26	0.24	5.81	58.58	58.46	63.25	0.55	0.72
28984	-78.375	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.25	0.22	12.79	57.48	58.44	61.53	0.55	0.7
28985	-78.325	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.26	0.24	12.79	58.58	62.2	63.9	0.59	0.71
28986	-78.275	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.24	0.26	9.3	58.91	61.38	62.28	0.54	0.73
28987	-78.225	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.2	0.21	-2.33	56.7	59.15	59.64	0.49	0.72
28988	-78.175	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.22	0.26	-2.33	58.25	57.79	60.39	0.62	0.63
28989	-78.125	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.28	0.35	9.3	60.47	64.94	65.42	0.67	0.68
28990	-78.075	1.325	Sur Magdalena - Cauca	NARIÑO	BARBACOAS	0.3	0.32	5.81	59.58	65.85	64.07	0.63	0.7
28991	-78.025	1.325	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.33	0.33	5.81	60.13	64.77	63.31	0.69	0.64
28992	-77.975	1.325	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.26	0.26	2.33	58.8	62.68	59.35	0.63	0.61
28993	-77.925	1.325	Sur Magdalena - Cauca	NARIÑO	RICAURTE	0.27	0.26	9.3	58.58	64.29	61.53	0.61	0.67
28994	-77.875	1.325	Sur Magdalena - Cauca	NARIÑO	MALLAMA	0.3	0.29	2.33	59.69	61.4	59.28	0.54	0.67
28995	-77.825	1.325	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.36	0.33	2.33	61.24	62.66	62.18	0.58	0.7
28996	-77.775	1.325	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.4	0.38	16.28	63.46	63.44	66.45	0.7	0.67
28997	-77.725	1.325	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.34	0.31	12.79	60.47	64.71	62.58	0.59	0.7
28998	-77.675	1.325	Sur Magdalena - Cauca	NARIÑO	SANTACRUZ	0.33	0.28	16.28	59.91	63.72	62.82	0.6	0.68
28999	-77.625	1.325	Sur Magdalena - Cauca	NARIÑO	SAMANIEGO	0.37	0.32	12.79	61.9	62.75	68.63	0.67	0.73
29000	-77.575	1.325	Sur Magdalena - Cauca	NARIÑO	SAMANIEGO	0.41	0.34	19.77	62.02	63.88	65.91	0.7	0.66
29001	-77.525	1.325	Sur Magdalena - Cauca	NARIÑO	LINARES	0.45	0.36	23.26	63.01	62.42	67.86	0.75	0.66
29002	-77.475	1.325	Sur Magdalena - Cauca	NARIÑO	SANDONÁ	0.4	0.32	16.28	60.91	58.84	62.36	0.67	0.61
29003	-77.425	1.325	Sur Magdalena - Cauca	NARIÑO	LA FLORIDA	0.38	0.28	26.74	60.47	63.15	64.94	0.74	0.6
29004	-77.375	1.325	Sur Magdalena - Cauca	NARIÑO	LA FLORIDA	0.37	0.26	9.3	59.36	58.44	59.9	0.62	0.6
29005	-77.325	1.325	Sur Magdalena - Cauca	NARIÑO	PASTO	0.38	0.3	12.79	60.02	61.73	60.91	0.62	0.64
29006	-77.275	1.325	Sur Magdalena - Cauca	NARIÑO	CHACHAGÜÍ	0.42	0.31	23.26	60.91	66.8	65.91	0.7	0.66
29007	-77.225	1.325	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.41	0.27	23.26	59.25	61.61	60.06	0.69	0.54
29008	-77.175	1.325	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.4	0.26	26.74	59.03	61.56	62.05	0.67	0.6
29009	-77.125	1.325	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.41	0.32	30.23	61.35	68.16	68.08	0.7	0.7
29010	-77.075	1.325	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.38	0.29	26.74	60.58	63.88	65.42	0.67	0.67
29011	-77.025	1.325	Sur Magdalena - Cauca	NARIÑO	BUESACO	0.37	0.28	26.74	60.24	62.27	62.68	0.64	0.63
29012	-76.975	1.325	Norte Amazonia	NARIÑO	EL TABLÓN DE GÓMEZ	0.45	0.51	23.26	67.11	69.4	73.38	0.76	0.76
29013	-76.925	1.325	Norte Amazonia	NARIÑO	EL TABLÓN DE GÓMEZ	0.47	0.57	33.72	69.77	75	78.57	0.8	0.83
29014	-76.875	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.52	0.6	16.28	70.99	68.97	75.9	0.79	0.78
29015	-76.825	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.53	0.59	23.26	70.54	72.62	79.44	0.82	0.83
29016	-76.775	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.51	0.58	30.23	70.43	74.27	77.04	0.82	0.79
29017	-76.725	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.51	0.55	26.74	69.1	70.86	76.14	0.8	0.78
29018	-76.675	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.52	0.55	19.77	69.32	69.81	76.46	0.79	0.8
29019	-76.625	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.49	0.52	19.77	68.11	66.01	72.55	0.69	0.8
29020	-76.575	1.325	Norte Amazonia	PUTUMAYO	MOCOA	0.5	0.54	26.74	68.66	71.08	75.33	0.74	0.81
29021	-76.525	1.325	Norte Amazonia	CAUCA	SANTA ROSA	0.48	0.55	23.26	69.1	69.54	75.57	0.71	0.84
29022	-76.475	1.325	Norte Amazonia	CAUCA	SANTA ROSA	0.48	0.54	19.77	68.11	69.12	75.33	0.72	0.84
29023	-76.425	1.325	Norte Amazonia	CAUCA	SANTA ROSA	0.48	0.54	26.74	68.55	72.06	74.84	0.71	0.84
29024	-76.375	1.325	Norte Amazonia	CAUCA	SANTA ROSA	0.43	0.49	16.28	67	66.83	68.79	0.63	0.82
29025	-76.325	1.325	Norte Amazonia	CAUCA	SANTA ROSA	0.42	0.48	19.77	66.89	68.21	69.43	0.62	0.82
29026	-76.275	1.325	Norte Amazonia	CAUCA	PIAMONTE	0.36	0.42	19.77	65.01	67.94	67.37	0.61	0.78
29027	-76.225	1.325	Norte Amazonia	CAUCA	PIAMONTE	0.38	0.39	30.23	64.12	72.4	68.34	0.61	0.8
29028	-76.175	1.325	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.38	0.39	37.21	63.9	73.94	70.85	0.71	0.74
29029	-76.125	1.325	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.38	0.4	30.23	64.56	74.1	72.39	0.75	0.74
29030	-76.075	1.325	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.39	0.41	33.72	65.12	72.23	69.71	0.72	0.72
29031	-76.025	1.325	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.39	0.4	26.74	64.89	67.43	67.26	0.67	0.69
29032	-75.975	1.325	Norte Amazonia	CAQUETÁ	SAN JOSÉ DEL FRAGUA	0.39	0.43	26.74	66.11	67.86	68.67	0.68	0.72
29033	-75.925	1.325	Norte Amazonia	CAQUETÁ	ALBANIA	0.39	0.41	26.74	65.34	69.2	69.61	0.69	0.74
29034	-75.875	1.325	Norte Amazonia	CAQUETÁ	ALBANIA	0.39	0.38	26.74	64.67	64.77	67.69	0.61	0.79
29035	-75.825	1.325	Norte Amazonia	CAQUETÁ	BELÉN DE LOS ANDAQUÍES	0.33	0.35	16.28	62.9	62.36	66.67	0.6	0.76
29036	-75.775	1.325	Norte Amazonia	CAQUETÁ	BELÉN DE LOS ANDAQUÍES	0.33	0.34	26.74	62.9	64.63	67.48	0.62	0.76
29037	-75.725	1.325	Norte Amazonia	CAQUETÁ	MORELIA	0.34	0.36	30.23	63.57	66.26	66.34	0.61	0.73
29038	-75.675	1.325	Norte Amazonia	CAQUETÁ	MORELIA	0.35	0.38	33.72	64.45	67.4	69.76	0.61	0.81
29039	-75.625	1.325	Norte Amazonia	CAQUETÁ	MORELIA	0.32	0.36	26.74	64.67	63.8	65.91	0.58	0.76
29040	-75.575	1.325	Norte Amazonia	CAQUETÁ	FLORENCIA	0.25	0.31	26.74	62.24	63.8	66.23	0.55	0.8
29041	-75.525	1.325	Norte Amazonia	CAQUETÁ	MILÁN	0.25	0.3	12.79	61.9	60.57	66.99	0.59	0.78
29042	-75.475	1.325	Norte Amazonia	CAQUETÁ	MILÁN	0.24	0.29	26.74	61.57	63.82	68.13	0.61	0.77
29043	-75.425	1.325	Norte Amazonia	CAQUETÁ	MILÁN	0.22	0.27	30.23	60.24	65.67	66.56	0.58	0.77
29044	-75.375	1.325	Norte Amazonia	CAQUETÁ	MILÁN	0.23	0.31	37.21	61.68	72.32	70.29	0.61	0.83
29045	-75.325	1.325	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.18	0.31	33.72	61.35	70.73	70.89	0.65	0.8
29046	-75.275	1.325	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.16	0.31	40.7	61.68	72.89	72.73	0.65	0.83
29047	-75.225	1.325	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.17	0.31	40.7	61.68	71.83	71.27	0.62	0.82
29048	-75.175	1.325	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.16	0.33	23.26	62.57	63.64	63.96	0.56	0.76
29049	-75.125	1.325	Norte Amazonia	CAQUETÁ	LA MONTAÑITA	0.16	0.33	19.77	62.35	62.66	67.21	0.58	0.79
29050	-75.075	1.325	Norte Amazonia	CAQUETÁ	EL PAUJÍL	0.14	0.32	23.26	62.24	64.2	67.05	0.57	0.79
29051	-75.025	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.17	0.34	23.26	62.24	66.34	67.15	0.6	0.77
29052	-74.975	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.21	0.35	19.77	63.01	62.68	66.99	0.62	0.74
29053	-74.925	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.2	0.35	12.79	63.12	61.32	67.26	0.6	0.76
29054	-74.875	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.11	0.32	5.81	61.68	61.51	66.28	0.6	0.75
29055	-74.825	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.16	0.31	5.81	61.57	56.82	65.26	0.62	0.72
29056	-74.775	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.16	0.31	9.3	61.24	59.42	66.4	0.63	0.72
29057	-74.725	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.18	0.33	-16.28	62.13	56.49	64.77	0.6	0.71
29058	-74.675	1.325	Norte Amazonia	CAQUETÁ	CARTAGENA DEL CHAIRÁ	0.19	0.33	-23.26	62.57	57.64	61.95	0.58	0.69
29059	-74.625	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.18	0.34	-2.33	63.46	64.45	68.67	0.58	0.83
29060	-74.575	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.19	0.34	-2.33	63.23	63.15	67.37	0.56	0.83
29061	-74.525	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.25	0.38	9.3	65.34	60.42	68.57	0.57	0.82
29062	-74.475	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.23	0.36	-2.33	64.01	61.71	68.13	0.62	0.76
29063	-74.425	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.25	0.39	12.79	65.56	67.53	72.24	0.65	0.82
29064	-74.375	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.25	0.4	12.79	66	65.75	72.4	0.64	0.82
29065	-74.325	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.23	0.36	16.28	64.12	54.38	66.88	0.65	0.71
29066	-74.275	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.24	0.45	12.79	67.22	62.75	73.2	0.69	0.8
29067	-74.225	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.25	0.41	12.79	65.78	58.77	71.59	0.66	0.8
29068	-74.175	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.19	0.39	5.81	65.01	63.15	68.02	0.62	0.76
29069	-74.125	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.15	0.36	5.81	63.79	61.71	67.15	0.63	0.74
29070	-74.075	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.15	0.32	9.3	62.13	64.12	67.21	0.62	0.75
29071	-74.025	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.12	0.24	2.33	59.03	60.71	63.15	0.57	0.71
29072	-73.975	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.12	0.24	-2.33	59.03	50.49	58.37	0.55	0.63
29073	-73.925	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.26	2.33	59.03	55.11	58.6	0.52	0.67
29074	-73.875	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.11	0.24	2.33	58.14	57.06	58.6	0.52	0.67
29075	-73.825	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.11	0.24	-2.33	58.58	54.06	61.85	0.55	0.72
29076	-73.775	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.11	0.21	5.81	56.81	54.55	60.23	0.56	0.67
29077	-73.725	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.1	0.18	5.81	56.26	54.87	58.44	0.52	0.67
29078	-73.675	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.08	0.17	2.33	56.26	56.59	59.51	0.53	0.68
29079	-73.625	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.12	0.21	12.79	57.7	56.25	60.88	0.6	0.65
29080	-73.575	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.14	0.23	9.3	58.03	59.42	60.23	0.57	0.67
29081	-73.525	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.12	0.21	9.3	57.36	59.74	62.01	0.55	0.73
29082	-73.475	1.325	Norte Amazonia	CAQUETÁ	SAN VICENTE DEL CAGUÁN	0.04	0.22	5.81	57.03	60.55	62.5	0.51	0.76
29083	-73.425	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.08	0.24	-2.33	58.36	58.46	63.25	0.52	0.77
29084	-73.375	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.09	0.23	-2.33	57.59	54.55	63.47	0.59	0.71
29085	-73.325	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.1	0.27	5.81	59.14	56.57	65.91	0.59	0.76
29086	-73.275	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.13	0.26	5.81	58.8	56.57	64.12	0.56	0.76
29087	-73.225	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.1	0.22	-2.33	57.36	57.65	64.17	0.58	0.75
29088	-73.175	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.11	0.24	-2.33	58.25	57.65	64.82	0.59	0.76
29089	-73.125	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.1	0.22	5.81	58.03	55.85	60.33	0.57	0.66
29090	-73.075	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.09	0.22	2.33	57.48	56.57	59.42	0.49	0.71
29091	-73.025	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.09	0.26	2.33	59.14	62.7	64.98	0.52	0.79
29092	-72.975	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.11	0.28	2.33	59.69	60.59	65.47	0.53	0.8
29093	-72.925	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.1	0.26	-2.33	58.91	57.63	62.99	0.51	0.78
29094	-72.875	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.17	0.29	-2.33	60.58	59.43	64.88	0.56	0.78
29095	-72.825	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.17	0.28	5.81	60.35	61.22	64.88	0.56	0.78
29096	-72.775	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.19	0.33	5.81	61.79	60.31	66.72	0.58	0.79
29097	-72.725	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.17	0.32	19.77	61.46	65.91	69.64	0.65	0.78
29098	-72.675	1.325	Norte Amazonia	GUAVIARE	CALAMAR	0.2	0.33	12.79	61.57	63.07	68.18	0.62	0.78
29099	-72.625	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.18	0.3	5.81	60.47	60.46	65.03	0.59	0.75
29100	-72.575	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.16	0.29	16.28	60.69	62.09	64.45	0.55	0.76
29101	-72.525	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.16	0.29	12.79	59.8	59.85	61.4	0.46	0.79
29102	-72.475	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.19	0.31	16.28	60.8	61.44	63.8	0.52	0.79
29103	-72.425	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.19	0.3	19.77	60.13	65.58	65.1	0.57	0.76
29104	-72.375	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.25	0.32	12.79	60.35	65.28	68.62	0.66	0.76
29105	-72.325	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.24	0.37	19.77	62.79	65.58	67.21	0.6	0.77
29106	-72.275	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.26	0.37	19.77	62.35	66.5	67.32	0.61	0.77
29107	-72.225	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.22	0.35	23.26	61.79	63.64	68.51	0.62	0.79
29108	-72.175	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.23	0.37	23.26	62.24	62.99	69.81	0.62	0.81
29109	-72.125	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.24	0.38	26.74	63.01	65.26	69.97	0.62	0.81
29110	-72.075	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.28	0.34	23.26	60.8	64.2	67.86	0.6	0.8
29111	-72.025	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.3	0.35	33.72	61.24	64.63	68.62	0.66	0.73
29112	-71.975	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.3	0.33	33.72	60.69	63.33	66.5	0.61	0.75
29113	-71.925	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.31	0.34	30.23	60.91	62.99	65.42	0.61	0.72
29114	-71.875	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.32	0.37	30.23	62.46	64.9	68.4	0.59	0.82
29115	-71.825	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.37	19.77	63.23	60.55	65.1	0.56	0.79
29116	-71.775	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.35	19.77	62.35	60.55	63.8	0.56	0.76
29117	-71.725	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.37	0.39	30.23	63.57	63.03	66.12	0.6	0.76
29118	-71.675	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.38	0.39	26.74	63.34	64.82	68.57	0.66	0.76
29119	-71.625	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.36	0.38	30.23	63.23	60.88	64.12	0.58	0.74
29120	-71.575	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.37	0.37	26.74	63.12	60.71	62.18	0.54	0.72
29121	-71.525	1.325	Norte Amazonia	GUAVIARE	MIRAFLORES	0.34	0.38	26.74	62.9	65.88	70.36	0.68	0.78
29122	-71.475	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.35	0.4	19.77	64.01	63.8	67.69	0.62	0.79
29123	-71.425	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.35	0.41	16.28	64.23	63.44	68.24	0.64	0.79
29124	-71.375	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.31	0.35	12.79	61.57	60.08	63.74	0.58	0.74
29125	-71.325	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.29	0.37	12.79	62.46	58.52	64.12	0.58	0.75
29126	-71.275	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.31	0.38	5.81	62.68	60.08	65.85	0.57	0.81
29127	-71.225	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.32	0.39	5.81	62.79	60.08	65.69	0.57	0.8
29128	-71.175	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.35	0.39	2.33	62.79	61.85	66.99	0.63	0.75
29129	-71.125	1.325	Norte Amazonia	VAUPÉS	CARURÚ	0.34	0.4	5.81	63.12	63.17	68.62	0.63	0.81
29130	-71.075	1.325	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.34	0.4	9.3	62.68	63.56	68.02	0.61	0.81
29131	-71.025	1.325	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.34	0.4	19.77	63.01	63.96	67.05	0.59	0.79
29132	-70.975	1.325	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.35	0.41	16.28	63.46	65.34	68.18	0.59	0.84
29133	-70.925	1.325	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.39	0.42	26.74	63.79	65.83	67.37	0.62	0.78
29134	-70.875	1.325	Norte Amazonia	VAUPÉS	PAPUNAHUA	0.4	0.42	23.26	64.23	67.53	69.32	0.66	0.78
29135	-70.825	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.43	0.43	12.79	64.67	63.47	65.26	0.63	0.73
29136	-70.775	1.325	Norte Amazonia	VAUPÉS	MITÚ	0.45	0.45	23.26	65.34	66.99	70.41	0.67	0.8
